,Unnamed: 0,ID,Latitude,Longitude,State
1803,166559,8340.0,23.6816,81.3871,Madhya Pradesh
1804,166579,8341.0,26.2762,82.4699,Uttar Pradesh
1805,166599,8342.0,11.1122,78.0024,Tamil Nadu
1806,166619,8343.0,26.8045,82.7485,Uttar Pradesh
1807,166639,8344.0,25.8956,82.316,Uttar Pradesh
1808,166659,8345.0,8.79647,77.6733,Tamil Nadu
1809,166679,8346.0,8.72081,77.7037,Tamil Nadu
1810,166699,8347.0,13.1674,78.399,Karnataka
1811,166719,8348.0,9.45071,77.7971,Tamil Nadu
1812,166739,8349.0,27.1811,82.9322,Uttar Pradesh
1813,166759,8350.0,14.7227,78.7355,Andhra Pradesh
1814,166779,8351.0,26.5472,82.6636,Uttar Pradesh
1815,166799,8352.0,13.5605,78.5032,Andhra Pradesh
1816,166819,8353.0,10.5232,77.9482,Tamil Nadu
1817,166839,8354.0,10.2858,77.915,Tamil Nadu
1818,166859,8355.0,25.2556,82.1014,Uttar Pradesh
1819,166879,8356.0,24.1168,81.6257,Madhya Pradesh
1820,166899,8357.0,12.7481,78.3523,Andhra Pradesh
1821,166919,8358.0,10.9585,78.0697,Tamil Nadu
1822,166939,8359.0,25.9461,82.3983,Uttar Pradesh
1823,166959,8360.0,25.2178,82.0869,Uttar Pradesh
1824,166979,8361.0,8.79903,77.7426,Tamil Nadu
1825,166999,8362.0,15.3752,78.9254,Andhra Pradesh
1826,167019,8363.0,10.3651,77.9781,Tamil Nadu
1827,167039,8364.0,25.3396,82.2695,Uttar Pradesh
1828,167059,8365.0,24.6658,81.8777,Madhya Pradesh
1829,167079,8366.0,23.3007,81.3589,Madhya Pradesh
1830,167099,8367.0,11.463,78.1828,Tamil Nadu
1831,167119,8368.0,27.2833,83.0787,Uttar Pradesh
1832,167139,8369.0,25.8907,82.4506,Uttar Pradesh
1833,167159,8370.0,11.2267,78.1708,Tamil Nadu
1834,167179,8371.0,24.9987,82.0797,Uttar Pradesh
1835,167199,8372.0,13.0001,78.4828,Andhra Pradesh
1836,167219,8373.0,25.5379,82.3115,Uttar Pradesh
1837,167239,8374.0,9.17549,77.87,Tamil Nadu
1838,167259,8375.0,13.3645,78.5673,Andhra Pradesh
1839,167279,8376.0,10.7153,78.1034,Tamil Nadu
1840,167299,8377.0,27.0402,83.0265,Uttar Pradesh
1841,167319,8378.0,25.6845,82.4083,Uttar Pradesh
1842,167339,8379.0,24.4086,81.8771,Madhya Pradesh
1843,167359,8380.0,14.4716,78.8339,Andhra Pradesh
1844,167379,8381.0,9.3527,77.9203,Tamil Nadu
1845,167399,8382.0,25.1627,82.2321,Uttar Pradesh
1846,167419,8383.0,14.0617,78.7518,Andhra Pradesh
1847,167439,8384.0,10.0184,78.0151,Tamil Nadu
1848,167459,8385.0,9.82782,77.9899,Tamil Nadu
1849,167479,8386.0,9.58731,77.9586,Tamil Nadu
1850,167499,8387.0,26.9996,83.0229,Uttar Pradesh
1851,167519,8388.0,25.8483,82.5091,Uttar Pradesh
1852,167539,8389.0,26.9148,82.9899,Uttar Pradesh
1853,167559,8390.0,26.4406,82.7724,Uttar Pradesh
1854,167579,8391.0,15.5819,79.1059,Andhra Pradesh
1855,167599,8392.0,15.5507,79.0995,Andhra Pradesh
1856,167619,8393.0,26.5095,82.8245,Uttar Pradesh
1857,167639,8394.0,26.3127,82.7387,Uttar Pradesh
1858,167659,8395.0,15.002,78.9904,Andhra Pradesh
1859,167679,8396.0,11.9076,78.3692,Tamil Nadu
1860,167699,8397.0,21.187,80.7585,Chhattisgarh
1861,167719,8398.0,9.92367,78.1233,Tamil Nadu
1862,167739,8399.0,26.5254,82.8958,Uttar Pradesh
1863,167759,8400.0,10.9591,78.2576,Tamil Nadu
1864,167779,8401.0,26.3001,82.7669,Uttar Pradesh
1865,167799,8402.0,26.0625,82.6861,Uttar Pradesh
1866,167819,8403.0,25.1065,82.2659,Uttar Pradesh
1867,167839,8404.0,24.8797,82.1666,Uttar Pradesh
1868,167859,8405.0,27.1966,83.1963,Uttar Pradesh
1869,167879,8406.0,25.9952,82.6874,Uttar Pradesh
1870,167899,8407.0,27.1078,83.1731,Uttar Pradesh
1871,167919,8408.0,26.9185,83.0801,Uttar Pradesh
1872,167939,8409.0,24.1657,81.9055,Madhya Pradesh
1873,167959,8410.0,23.2094,81.5329,Madhya Pradesh
1874,167979,8411.0,26.7792,83.0668,Uttar Pradesh
1875,167999,8412.0,24.7119,82.1294,Madhya Pradesh
1876,168019,8413.0,17.1411,79.6181,Telangana
1877,168039,8414.0,15.7341,79.2598,Andhra Pradesh
1878,168059,8415.0,16.8672,79.5574,Telangana
1879,168079,8416.0,16.4697,79.4404,Andhra Pradesh
1880,168099,8417.0,12.5187,78.5712,Tamil Nadu
1881,168119,8418.0,12.0524,78.4799,Tamil Nadu
1882,168159,8420.0,25.2868,82.4393,Uttar Pradesh
1883,168179,8421.0,12.6798,78.6193,Tamil Nadu
1884,168199,8422.0,12.265,78.5305,Tamil Nadu
1885,168219,8423.0,9.50646,78.1076,Tamil Nadu
1886,168239,8424.0,24.6993,82.1666,Madhya Pradesh
1887,168259,8425.0,23.1986,81.5926,Madhya Pradesh
1888,168279,8426.0,10.9497,78.409,Tamil Nadu
1889,168299,8427.0,27.2989,83.3264,Uttar Pradesh
1890,168319,8428.0,13.2021,78.7455,Andhra Pradesh
1891,168339,8429.0,25.9289,82.7176,Uttar Pradesh
1892,168359,8430.0,25.3327,82.4664,Uttar Pradesh
1893,168379,8431.0,24.5484,82.1263,Madhya Pradesh
1894,168399,8432.0,10.2288,78.2288,Tamil Nadu
1895,168419,8433.0,26.1343,82.8146,Uttar Pradesh
1896,168439,8434.0,24.6196,82.1658,Madhya Pradesh
1897,168459,8435.0,21.4194,80.9764,Chhattisgarh
1898,168479,8436.0,17.9245,79.8955,Telangana
1899,168499,8437.0,25.7495,82.6866,Uttar Pradesh
1900,168519,8438.0,12.9323,78.718,Tamil Nadu
1901,168539,8439.0,27.43,83.4286,Uttar Pradesh
1902,168559,8440.0,27.1,83.2741,Uttar Pradesh
1903,168579,8441.0,26.421,82.9648,Uttar Pradesh
1904,168599,8442.0,26.3382,82.9358,Uttar Pradesh
1905,168619,8443.0,25.6042,82.6047,Uttar Pradesh
1906,168639,8444.0,25.0099,82.3583,Uttar Pradesh
1907,168659,8445.0,25.4767,82.5702,Uttar Pradesh
1908,168679,8446.0,12.7917,78.715,Tamil Nadu
1909,168699,8447.0,27.4716,83.4642,Uttar Pradesh
1910,168719,8448.0,22.0095,81.2315,Chhattisgarh
1911,168739,8449.0,8.81013,78.1278,Tamil Nadu
1912,168759,8450.0,27.0233,83.2699,Uttar Pradesh
1913,168779,8451.0,26.0846,82.866,Uttar Pradesh
1914,168799,8452.0,25.3868,82.5866,Uttar Pradesh
1915,168819,8453.0,25.256,82.5795,Uttar Pradesh
1916,168839,8454.0,26.1708,82.8983,Uttar Pradesh
1917,168859,8455.0,23.9731,81.9841,Madhya Pradesh
1918,168879,8456.0,10.0037,78.2738,Tamil Nadu
1919,168899,8457.0,25.1495,82.5587,Uttar Pradesh
1920,168919,8458.0,13.6558,78.9408,Andhra Pradesh
1921,168939,8459.0,8.75121,78.1627,Tamil Nadu
1922,168959,8460.0,8.57307,78.1078,Tamil Nadu
1923,168999,8462.0,26.7526,83.3428,Uttar Pradesh
1924,169019,8463.0,25.976,82.8407,Uttar Pradesh
1925,169039,8464.0,24.4226,82.197,Madhya Pradesh
1926,169059,8465.0,11.597,78.613,Tamil Nadu
1927,169079,8466.0,10.6053,78.4233,Tamil Nadu
1928,169099,8467.0,26.9291,83.2958,Uttar Pradesh
1929,169119,8468.0,8.50122,78.1198,Tamil Nadu
1930,169139,8469.0,26.2678,83.0052,Uttar Pradesh
1931,169159,8470.0,26.0215,82.921,Uttar Pradesh
1932,169179,8471.0,21.0943,81.0335,Chhattisgarh
1933,169219,8473.0,22.221,81.4078,Chhattisgarh
1934,169239,8474.0,12.9439,78.8781,Tamil Nadu
1935,169259,8475.0,26.6562,83.2512,Uttar Pradesh
1936,169279,8476.0,14.1971,79.1551,Andhra Pradesh
1937,169299,8477.0,10.0636,78.4124,Tamil Nadu
1938,169319,8478.0,25.5598,82.7876,Uttar Pradesh
1939,169339,8479.0,17.5979,80.002,Telangana
1940,169359,8480.0,12.311,78.7913,Tamil Nadu
1941,169379,8481.0,11.1418,78.5946,Tamil Nadu
1942,169399,8482.0,26.5025,83.199,Uttar Pradesh
1943,169419,8483.0,25.8772,82.934,Uttar Pradesh
1944,169439,8484.0,23.0444,81.799,Madhya Pradesh
1945,169459,8485.0,26.628,83.2948,Uttar Pradesh
1946,169479,8486.0,24.04,82.1935,Madhya Pradesh
1947,169499,8487.0,15.0939,79.4099,Andhra Pradesh
1948,169519,8488.0,11.5848,78.7256,Tamil Nadu
1949,169539,8489.0,27.1486,83.5624,Uttar Pradesh
1950,169559,8490.0,16.9009,79.8733,Telangana
1951,169579,8491.0,25.4576,82.8341,Uttar Pradesh
1952,169599,8492.0,15.4014,79.5101,Andhra Pradesh
1953,169619,8493.0,26.3079,83.2212,Uttar Pradesh
1954,169639,8494.0,25.974,83.054,Uttar Pradesh
1955,169659,8495.0,25.9307,83.0327,Uttar Pradesh
1956,169699,8497.0,23.162,81.9196,Madhya Pradesh
1957,169719,8498.0,13.2134,79.0943,Andhra Pradesh
1958,169739,8499.0,25.6375,82.9178,Uttar Pradesh
1959,169759,8500.0,10.2804,78.5423,Tamil Nadu
1960,169779,8501.0,17.0025,79.9629,Telangana
1961,169799,8502.0,10.8017,78.7186,Tamil Nadu
1962,169819,8503.0,9.85324,78.4908,Tamil Nadu
1963,169839,8504.0,25.7856,83.0011,Uttar Pradesh
1964,169859,8505.0,15.6032,79.6104,Andhra Pradesh
1965,169879,8506.0,25.7434,82.9858,Uttar Pradesh
1966,169899,8507.0,25.5702,82.9102,Uttar Pradesh
1967,169919,8508.0,22.6773,81.7566,Madhya Pradesh
1968,169939,8509.0,26.5531,83.3501,Uttar Pradesh
1969,169959,8510.0,26.1863,83.2092,Uttar Pradesh
1970,169979,8511.0,16.0538,79.7404,Andhra Pradesh
1971,169999,8512.0,22.9213,81.871,Madhya Pradesh
1972,170019,8513.0,15.7638,79.6791,Andhra Pradesh
1973,170039,8514.0,10.9105,78.7007,Tamil Nadu
1974,170059,8515.0,26.0574,83.1808,Uttar Pradesh
1975,170079,8516.0,25.2956,83.0052,Uttar Pradesh
1976,170099,8517.0,21.1982,81.3595,Chhattisgarh
1977,170119,8518.0,26.9683,83.5893,Uttar Pradesh
1978,170139,8519.0,16.475,79.8917,Andhra Pradesh
1979,170159,8520.0,14.0334,79.3129,Andhra Pradesh
1980,170179,8521.0,25.8851,83.1175,Uttar Pradesh
1981,170199,8522.0,22.2701,81.6889,Chhattisgarh
1982,170219,8523.0,27.321,83.7878,Uttar Pradesh
1983,170239,8524.0,26.5318,83.4096,Uttar Pradesh
1984,170259,8525.0,25.5898,82.9939,Uttar Pradesh
1985,170279,8526.0,24.2193,82.4424,Madhya Pradesh
1986,170299,8527.0,12.9227,79.1366,Tamil Nadu
1987,170319,8528.0,11.8879,78.9189,Tamil Nadu
1988,170339,8529.0,11.6359,78.8789,Tamil Nadu
1989,170359,8530.0,26.3436,83.3526,Uttar Pradesh
1990,170379,8531.0,26.7428,83.578,Uttar Pradesh
1991,170399,8532.0,25.4438,82.9995,Uttar Pradesh
1992,170419,8533.0,17.2514,80.1643,Telangana
1993,170439,8534.0,22.7519,81.9022,Chhattisgarh
1994,170459,8535.0,13.9557,79.3491,Andhra Pradesh
1995,170479,8536.0,21.9054,81.6075,Chhattisgarh
1996,170499,8537.0,21.7195,81.5358,Chhattisgarh
1997,170519,8538.0,20.7269,81.2077,Chhattisgarh
1998,170539,8539.0,27.1501,83.7575,Uttar Pradesh
1999,170559,8540.0,20.3075,81.0694,Chhattisgarh
2000,170579,8541.0,11.2394,78.87,Tamil Nadu
2001,170599,8542.0,9.54502,78.5927,Tamil Nadu
2002,170619,8543.0,27.0614,83.7447,Uttar Pradesh
2003,170639,8544.0,26.676,83.5542,Uttar Pradesh
2004,170659,8545.0,26.0873,83.2987,Uttar Pradesh
2005,170679,8546.0,25.1155,82.8955,Uttar Pradesh
2006,170699,8547.0,22.0669,81.687,Chhattisgarh
2007,170719,8548.0,11.7323,78.9656,Tamil Nadu
2008,170739,8549.0,12.2385,79.071,Tamil Nadu
2009,170759,8550.0,26.1497,83.3317,Uttar Pradesh
2010,170779,8551.0,22.7738,81.9724,Chhattisgarh
2011,170799,8552.0,12.5134,79.1294,Tamil Nadu
2012,170819,8553.0,10.4323,78.7782,Tamil Nadu
2013,170839,8554.0,27.1729,83.8506,Uttar Pradesh
2014,170859,8555.0,26.9269,83.7074,Uttar Pradesh
2015,170879,8556.0,26.6463,83.5825,Uttar Pradesh
